Area,Year,Quarter,Overall_hpi,Overall_YoY,Low_hpi,Low_YoY,Mid_hpi,Mid_YoY,High_hpi,High_YoY
Austin-Round Rock,1999,1,100,,100,,100,,100,
Austin-Round Rock,1999,2,105.0474335,,109.5579757,,103.0488183,,102.7057299,
Austin-Round Rock,1999,3,105.9864087,,106.4742853,,106.2226617,,105.2220097,
Austin-Round Rock,1999,4,108.3432791,,114.4442908,,104.0319585,,106.144577,
Austin-Round Rock,2000,1,113.7741193,0.137741192,113.4018941,0.13401894,111.3833117,0.113833116,114.8786741,0.14878674
Austin-Round Rock,2000,2,118.0129941,0.123425772,121.1958194,0.106225435,114.6519237,0.112598141,117.4189831,0.1432564
Austin-Round Rock,2000,3,123.9161511,0.169170204,125.1222205,0.17514027,120.5507714,0.134887503,124.6691246,0.184819838
Austin-Round Rock,2000,4,124.4332052,0.14850876,126.779402,0.10778267,122.3289334,0.175878404,123.6402801,0.164828986
Houston-The Woodlands-Sugar Land,2000,1,100,,100,,100,,100,
Houston-The Woodlands-Sugar Land,2000,2,102.1453831,,103.7068456,,101.8366688,,100.9541506,
Houston-The Woodlands-Sugar Land,2000,3,104.4442852,,106.1197658,,103.3319247,,103.7255278,
Houston-The Woodlands-Sugar Land,2000,4,103.8453682,,105.4086819,,103.3767349,,102.3966136,
Austin-Round Rock,2001,1,129.0865712,0.134586424,131.716719,0.161503695,126.644849,0.137018168,127.8956947,0.113311027
Austin-Round Rock,2001,2,130.5505031,0.106238377,138.7653672,0.144968266,124.8029535,0.088537806,127.6658312,0.087267388
Austin-Round Rock,2001,3,128.6741381,0.038396827,136.4531778,0.090559113,124.8336752,0.035527801,125.0034283,0.002681527
Austin-Round Rock,2001,4,124.9837286,0.004424248,133.2779053,0.051258352,124.021761,0.013838325,119.3479323,-0.034716418
Houston-The Woodlands-Sugar Land,2001,1,105.941988,0.05941988,107.9834526,0.079834526,105.6338649,0.056338648,103.9749378,0.039749377
Houston-The Woodlands-Sugar Land,2001,2,106.9123344,0.046668299,111.5488261,0.075616806,105.2075453,0.033100812,104.5607157,0.035724783
Houston-The Woodlands-Sugar Land,2001,3,108.0573697,0.034593414,112.1940998,0.057240364,106.5103353,0.030759231,105.8424517,0.020408898
Houston-The Woodlands-Sugar Land,2001,4,107.8437144,0.038502883,113.594151,0.077654601,106.4591724,0.029817517,104.2463044,0.018063984
Austin-Round Rock,2002,1,126.7940792,-0.017759337,135.4851813,0.028610356,127.250465,0.004782002,119.7074266,-0.064023015
Austin-Round Rock,2002,2,126.6725312,-0.029704764,133.8996568,-0.035064299,124.5159562,-0.002299603,122.1123393,-0.04350022
Austin-Round Rock,2002,3,127.2287636,-0.011232828,133.5921093,-0.020967401,126.6907595,0.014876468,122.3559766,-0.021179032
Austin-Round Rock,2002,4,124.6110036,-0.002982187,128.4042659,-0.036567496,124.4657234,0.003579714,121.8717681,0.021146874
Houston-The Woodlands-Sugar Land,2002,1,110.152957,0.039747875,115.6966348,0.071429297,109.4727657,0.036341573,105.855781,0.01808939
Houston-The Woodlands-Sugar Land,2002,2,110.3025802,0.031710521,116.4617202,0.044042544,109.286668,0.038772149,106.0626264,0.014364005
Houston-The Woodlands-Sugar Land,2002,3,112.0624064,0.037063985,117.6282398,0.048435167,111.6175153,0.047950087,107.7090939,0.017636045
Houston-The Woodlands-Sugar Land,2002,4,112.1573057,0.039998541,118.3139985,0.041550092,112.1641927,0.053588808,107.3618092,0.029885997
Austin-Round Rock,2003,1,123.8804164,-0.022979486,129.6241922,-0.043259262,123.3367555,-0.030755954,120.4517718,0.006218036
Austin-Round Rock,2003,2,122.917839,-0.029640934,131.4906038,-0.01799148,120.1455126,-0.035099466,118.1037649,-0.032826939
Austin-Round Rock,2003,3,121.9219601,-0.041710721,128.4165051,-0.03874184,119.9596505,-0.053130228,117.9315955,-0.036159909
Austin-Round Rock,2003,4,120.0405874,-0.036677469,124.7129774,-0.028747397,117.355709,-0.057124276,117.8821055,-0.032736561
Houston-The Woodlands-Sugar Land,2003,1,112.0063016,0.016825192,116.9624077,0.010940447,112.3017307,0.025841723,107.5352745,0.015865864
Houston-The Woodlands-Sugar Land,2003,2,112.6583259,0.021357121,120.452087,0.034263333,111.6673245,0.021783595,107.4007817,0.012616652
Houston-The Woodlands-Sugar Land,2003,3,113.427942,0.012185492,119.8720382,0.019075337,112.0984405,0.004308689,109.0721562,0.012655033
Houston-The Woodlands-Sugar Land,2003,4,112.9821009,0.007353914,120.2335159,0.016223924,112.9579199,0.007076476,107.4192785,0.000535285
Amarillo,2004,1,100,,,,,,,
Amarillo,2004,2,97.07221557,,,,,,,
Amarillo,2004,3,100.816402,,,,,,,
Amarillo,2004,4,99.17901401,,,,,,,
Austin-Round Rock,2004,1,120.6670565,-0.025939208,123.7795607,-0.045089048,120.0557773,-0.026601787,118.44143,-0.016690014
Austin-Round Rock,2004,2,124.5501848,0.013279974,129.5136712,-0.015034782,122.2598581,0.017598206,122.159851,0.03434341
Austin-Round Rock,2004,3,124.4744298,0.020935274,130.3210251,0.014830803,121.3530429,0.011615508,121.9719394,0.034260062
Austin-Round Rock,2004,4,124.3627773,0.036006071,127.3094786,0.020819816,122.3769553,0.042786552,123.0759819,0.044059922
El Paso,2004,1,100,,,,,,,
El Paso,2004,2,102.6796878,,,,,,,
El Paso,2004,3,105.6337714,,,,,,,
El Paso,2004,4,107.6851572,,,,,,,
Houston-The Woodlands-Sugar Land,2004,1,113.8800627,0.016729067,121.2406828,0.036578205,113.1208671,0.007294067,108.5639553,0.009565984
Houston-The Woodlands-Sugar Land,2004,2,114.2468617,0.014100474,120.5488063,0.000802969,112.5199,0.007634958,110.6810396,0.030542216
Houston-The Woodlands-Sugar Land,2004,3,115.6272382,0.019389368,123.0735957,0.026708126,114.9429829,0.025375396,110.4998538,0.013089478
Houston-The Woodlands-Sugar Land,2004,4,115.3567688,0.021018089,123.3446322,0.025875616,114.2642,0.011564306,110.1386283,0.025315287
Amarillo,2005,1,100.3553251,0.00355325,,,,,,
Amarillo,2005,2,103.295679,0.064111685,,,,,,
Amarillo,2005,3,104.1548609,0.033114243,,,,,,
Amarillo,2005,4,105.863918,0.067402404,,,,,,
Austin-Round Rock,2005,1,127.9282691,0.0601756,131.4242535,0.061760541,123.8169153,0.031328255,127.2110052,0.07404145
Austin-Round Rock,2005,2,129.1348331,0.036809646,132.9387453,0.026445656,126.3729417,0.033642142,128.1311976,0.048881417
Austin-Round Rock,2005,3,131.2260828,0.054241285,134.9867116,0.035801487,127.3518163,0.04943241,131.5294694,0.078358433
Austin-Round Rock,2005,4,133.6147132,0.074394735,137.964701,0.083695436,130.2867421,0.06463461,132.0350944,0.072793345
Dallas-Fort Worth-Arlington,2005,1,100,,100,,100,,100,
Dallas-Fort Worth-Arlington,2005,2,102.1012858,,102.1064286,,101.0736947,,102.8046916,
Dallas-Fort Worth-Arlington,2005,3,103.0231773,,103.5382936,,101.2153666,,104.2293495,
Dallas-Fort Worth-Arlington,2005,4,104.0344144,,104.9566088,,103.1778959,,104.0620414,
Dallas-Plano-Irving,2005,1,100,,,,,,,
Dallas-Plano-Irving,2005,2,102.0022618,,,,,,,
Dallas-Plano-Irving,2005,3,103.0683568,,,,,,,
Dallas-Plano-Irving,2005,4,103.6698496,,,,,,,
El Paso,2005,1,106.8044785,0.068044784,,,,,,
El Paso,2005,2,114.1082634,0.111303178,,,,,,
El Paso,2005,3,116.386349,0.101791098,,,,,,
El Paso,2005,4,123.0609849,0.142785023,,,,,,
Fort Worth-Arlington,2005,1,100,,,,,,,
Fort Worth-Arlington,2005,2,102.2066961,,,,,,,
Fort Worth-Arlington,2005,3,102.6686417,,,,,,,
Fort Worth-Arlington,2005,4,104.6854261,,,,,,,
Houston-The Woodlands-Sugar Land,2005,1,115.8554382,0.017346105,122.7298969,0.012283122,114.4676437,0.011905642,111.4333409,0.02643037
Houston-The Woodlands-Sugar Land,2005,2,117.4713756,0.028224091,125.716867,0.042871106,115.6768159,0.028056512,112.4804834,0.016257922
Houston-The Woodlands-Sugar Land,2005,3,118.7158809,0.026712068,126.6471824,0.029036176,117.3716932,0.021129696,113.6945876,0.028911655
Houston-The Woodlands-Sugar Land,2005,4,119.2905258,0.034100791,127.1249892,0.030648735,117.7629348,0.030619693,114.5540848,0.040089989
Killeen-Temple,2005,1,100,,,,,,,
Killeen-Temple,2005,2,105.8640865,,,,,,,
Killeen-Temple,2005,3,106.4870584,,,,,,,
Killeen-Temple,2005,4,106.9182408,,,,,,,
San Antonio-New Braunfels,2005,1,100,,100,,100,,100,
San Antonio-New Braunfels,2005,2,101.3512312,,97.52794377,,102.7651112,,103.4906591,
San Antonio-New Braunfels,2005,3,102.9797698,,100.0660725,,105.1273678,,104.293928,
San Antonio-New Braunfels,2005,4,106.1434857,,103.4204128,,105.8500702,,108.3722002,
Amarillo,2006,1,106.5450815,0.061678406,,,,,,
Amarillo,2006,2,109.3155336,0.058277893,,,,,,
Amarillo,2006,3,107.8354305,0.035337473,,,,,,
Amarillo,2006,4,108.4930355,0.024834878,,,,,,
Austin-Round Rock,2006,1,136.1084956,0.063943852,138.1662369,0.051299385,133.1923739,0.075720337,136.0848991,0.069757281
Austin-Round Rock,2006,2,139.3748974,0.07929746,142.6201181,0.072825817,136.4345249,0.079618176,138.8980382,0.084029812
Austin-Round Rock,2006,3,141.6441511,0.079390225,143.8242801,0.065469915,137.7289042,0.081483626,143.0863028,0.087864973
Austin-Round Rock,2006,4,143.3981965,0.073221601,146.9573773,0.065180993,141.316994,0.084661353,142.2153827,0.077102897
Dallas-Fort Worth-Arlington,2006,1,104.8845782,0.048845781,104.923303,0.04923303,103.584229,0.035842289,106.1119069,0.061119069
Dallas-Fort Worth-Arlington,2006,2,106.4738968,0.042826209,105.6374311,0.034581588,104.9503905,0.03835514,108.4301082,0.054719454
Dallas-Fort Worth-Arlington,2006,3,107.7585424,0.045964074,106.8146224,0.031643643,106.0706125,0.047969454,110.1264766,0.056578374
Dallas-Fort Worth-Arlington,2006,4,106.9783175,0.028297396,105.297803,0.003250811,105.4554336,0.022073891,109.9499604,0.056580852
Dallas-Plano-Irving,2006,1,105.2543011,0.052543011,,,,,,
Dallas-Plano-Irving,2006,2,106.3341375,0.042468427,,,,,,
Dallas-Plano-Irving,2006,3,107.7569589,0.045490218,,,,,,
Dallas-Plano-Irving,2006,4,106.9020681,0.031177999,,,,,,
El Paso,2006,1,123.6279651,0.157516677,,,,,,
El Paso,2006,2,128.472579,0.125883219,,,,,,
El Paso,2006,3,133.1372865,0.143925276,,,,,,
El Paso,2006,4,134.6192116,0.093922754,,,,,,
Fort Worth-Arlington,2006,1,103.9472554,0.039472553,,,,,,
Fort Worth-Arlington,2006,2,106.6864698,0.043830529,,,,,,
Fort Worth-Arlington,2006,3,107.5830182,0.047866382,,,,,,
Fort Worth-Arlington,2006,4,106.828933,0.020475695,,,,,,
Houston-The Woodlands-Sugar Land,2006,1,121.1749795,0.045915334,128.0976224,0.043736087,118.894771,0.038675796,117.4077974,0.053614622
Houston-The Woodlands-Sugar Land,2006,2,122.2528738,0.040703517,130.5058537,0.03809343,119.7960606,0.035609941,118.4071496,0.052690618
Houston-The Woodlands-Sugar Land,2006,3,123.3684226,0.039190558,130.6449807,0.03156642,121.5258483,0.035393159,119.9370263,0.054905328
Houston-The Woodlands-Sugar Land,2006,4,123.8290658,0.038046105,129.6019208,0.019484222,122.7486297,0.042336707,120.4166725,0.051177464
Killeen-Temple,2006,1,108.2572101,0.0825721,,,,,,
Killeen-Temple,2006,2,110.5040202,0.043829156,,,,,,
Killeen-Temple,2006,3,111.3396419,0.045569701,,,,,,
Killeen-Temple,2006,4,109.6942868,0.025964194,,,,,,
San Antonio-New Braunfels,2006,1,107.5134959,0.075134958,105.9986865,0.059986865,107.0745474,0.070745473,108.9112045,0.089112044
San Antonio-New Braunfels,2006,2,110.1011398,0.086332533,107.8306982,0.105638999,111.2454934,0.082521996,111.3378214,0.075824836
San Antonio-New Braunfels,2006,3,112.5496051,0.092929274,109.0709097,0.089988913,113.858643,0.083054255,114.9554564,0.102225782
San Antonio-New Braunfels,2006,4,112.9980475,0.064578261,108.1447425,0.045680823,116.4968336,0.100583432,114.4387658,0.055978983
Amarillo,2007,1,110.5336657,0.037435648,,,,,,
Amarillo,2007,2,112.9371902,0.033130301,,,,,,
Amarillo,2007,3,112.870187,0.04668926,,,,,,
Amarillo,2007,4,110.0321911,0.014186676,,,,,,
Austin-Round Rock,2007,1,145.4278793,0.068470257,148.9486511,0.078039429,143.2453826,0.075477359,143.8747793,0.057242797
Austin-Round Rock,2007,2,148.6018842,0.066202644,152.7736948,0.071193158,143.8787587,0.054562683,149.0093101,0.072796362
Austin-Round Rock,2007,3,150.205388,0.060441866,153.8083806,0.069418741,147.834543,0.073373405,150.0232121,0.048480596
Austin-Round Rock,2007,4,148.8881902,0.038284956,154.4844261,0.051219264,147.0362225,0.040470918,145.4419565,0.022687937
Dallas-Fort Worth-Arlington,2007,1,107.4862567,0.024805157,106.4110975,0.014179828,106.0011863,0.023333256,109.8169492,0.034916366
Dallas-Fort Worth-Arlington,2007,2,108.7526224,0.02140173,106.8080705,0.011081672,106.9678376,0.019222864,112.0076697,0.03299417
Dallas-Fort Worth-Arlington,2007,3,108.6119071,0.007919229,106.4485779,-0.003426914,107.1211551,0.00990418,111.9310363,0.016386247
Dallas-Fort Worth-Arlington,2007,4,107.6047998,0.00585616,104.1814631,-0.010601739,106.4312604,0.009253452,111.9309989,0.018017636
Dallas-Plano-Irving,2007,1,107.4988308,0.021324825,,,,,,
Dallas-Plano-Irving,2007,2,108.9824593,0.024905659,,,,,,
Dallas-Plano-Irving,2007,3,108.9211671,0.010804018,,,,,,
Dallas-Plano-Irving,2007,4,107.8064118,0.008459553,,,,,,
El Paso,2007,1,134.5891618,0.08866276,,,,,,
El Paso,2007,2,139.5327602,0.086089819,,,,,,
El Paso,2007,3,133.9048377,0.00576511,,,,,,
El Paso,2007,4,132.0444679,-0.019126123,,,,,,
Fort Worth-Arlington,2007,1,107.2659912,0.031927113,,,,,,
Fort Worth-Arlington,2007,2,108.2827185,0.014962053,,,,,,
Fort Worth-Arlington,2007,3,107.9747743,0.003641431,,,,,,
Fort Worth-Arlington,2007,4,107.0400411,0.001976132,,,,,,
Houston-The Woodlands-Sugar Land,2007,1,124.8519142,0.030344008,131.2358029,0.02449835,122.4411252,0.029827671,121.8085256,0.037482419
Houston-The Woodlands-Sugar Land,2007,2,126.2261132,0.032500171,130.6343088,0.000984285,123.7968695,0.033396832,124.8889591,0.054741707
Houston-The Woodlands-Sugar Land,2007,3,126.2756639,0.023565522,131.0943453,0.003439585,124.5735138,0.025078331,124.3119548,0.03647688
Houston-The Woodlands-Sugar Land,2007,4,125.2011133,0.011080173,129.5459527,-0.000431845,121.7596602,-0.008056867,125.1687315,0.039463463
Killeen-Temple,2007,1,110.9835573,0.025183978,,,,,,
Killeen-Temple,2007,2,109.8213746,-0.006177563,,,,,,
Killeen-Temple,2007,3,112.7264975,0.012456081,,,,,,
Killeen-Temple,2007,4,114.2478595,0.041511483,,,,,,
San Antonio-New Braunfels,2007,1,114.9710415,0.069363809,111.6400428,0.053221001,116.7823119,0.090663605,117.2783526,0.076825411
San Antonio-New Braunfels,2007,2,115.3201148,0.047401644,111.6383849,0.035311713,116.3038749,0.04547044,117.7089563,0.057223455
San Antonio-New Braunfels,2007,3,115.7224809,0.02819091,112.0682219,0.027480399,117.6642636,0.033424081,117.8665303,0.025323494
San Antonio-New Braunfels,2007,4,112.8749975,-0.001088956,111.434027,0.030415575,111.6374631,-0.041712468,115.1482421,0.006199615
Amarillo,2008,1,109.9890029,-0.004927573,,,,,,
Amarillo,2008,2,111.4304041,-0.013341805,,,,,,
Amarillo,2008,3,114.0359421,0.010328281,,,,,,
Amarillo,2008,4,112.1271245,0.019039277,,,,,,
Austin-Round Rock,2008,1,148.4263321,0.020618142,153.9798873,0.033778326,146.5786924,0.023269928,144.8393852,0.006704482
Austin-Round Rock,2008,2,150.9671819,0.01591701,158.5941017,0.038098227,147.2662528,0.023544087,148.1963745,-0.005455603
Austin-Round Rock,2008,3,149.0827574,-0.00747397,153.8206861,0.000080005,146.6352767,-0.008112219,147.420781,-0.017346856
Austin-Round Rock,2008,4,144.3446615,-0.03051638,150.2071976,-0.027687117,140.3441123,-0.045513344,142.7917493,-0.018221751
College Station-Bryan,2008,1,100,,,,,,,
College Station-Bryan,2008,2,103.4910376,,,,,,,
College Station-Bryan,2008,3,105.0625246,,,,,,,
College Station-Bryan,2008,4,102.0977471,,,,,,,
Dallas-Fort Worth-Arlington,2008,1,106.9123155,-0.00533967,103.6843574,-0.025624583,105.9584744,-0.000402937,110.6746245,0.007810045
Dallas-Fort Worth-Arlington,2008,2,107.9064178,-0.007781004,105.6414369,-0.010922709,106.745414,-0.00207935,110.860972,-0.010237671
Dallas-Fort Worth-Arlington,2008,3,107.6310857,-0.009030514,105.6136811,-0.007843192,107.2954965,0.001627515,110.3759708,-0.013893068
Dallas-Fort Worth-Arlington,2008,4,104.5381343,-0.028499337,101.3864308,-0.026828499,104.4970666,-0.018173173,107.3778271,-0.04067838
Dallas-Plano-Irving,2008,1,106.8349594,-0.006175614,,,,,,
Dallas-Plano-Irving,2008,2,108.090403,-0.008185319,,,,,,
Dallas-Plano-Irving,2008,3,107.4124547,-0.013851416,,,,,,
Dallas-Plano-Irving,2008,4,104.1105857,-0.034282062,,,,,,
El Paso,2008,1,129.740522,-0.036025484,,,,,,
El Paso,2008,2,130.7242767,-0.063128425,,,,,,
El Paso,2008,3,129.499413,-0.032899668,,,,,,
El Paso,2008,4,129.7401179,-0.017451317,,,,,,
Fort Worth-Arlington,2008,1,106.7630314,-0.004688902,,,,,,
Fort Worth-Arlington,2008,2,107.5238439,-0.00700827,,,,,,
Fort Worth-Arlington,2008,3,107.6461995,-0.00304307,,,,,,
Fort Worth-Arlington,2008,4,105.073646,-0.01837065,,,,,,
Houston-The Woodlands-Sugar Land,2008,1,124.6005775,-0.002013078,127.2938163,-0.030037432,123.3331757,0.007285546,124.0694734,0.01856149
Houston-The Woodlands-Sugar Land,2008,2,125.7369531,-0.003875268,128.813561,-0.013937745,124.1054953,0.002493001,125.1374726,0.001989875
Houston-The Woodlands-Sugar Land,2008,3,125.8989825,-0.002983008,128.9281007,-0.016524317,123.4581872,-0.00895316,126.2410395,0.015518094
Houston-The Woodlands-Sugar Land,2008,4,123.5525928,-0.013166979,125.5104205,-0.031151356,121.4956052,-0.002168657,123.9581461,-0.009671627
Killeen-Temple,2008,1,111.9343266,0.008566758,,,,,,
Killeen-Temple,2008,2,113.1079565,0.029926614,,,,,,
Killeen-Temple,2008,3,112.4895939,-0.002101578,,,,,,
Killeen-Temple,2008,4,109.1866347,-0.04430039,,,,,,
San Antonio-New Braunfels,2008,1,112.6737271,-0.019981679,110.2882642,-0.012108367,113.5909902,-0.027327098,114.3326911,-0.025116839
San Antonio-New Braunfels,2008,2,114.3666126,-0.008268308,111.5699378,-0.000613114,115.6495681,-0.005625838,116.21126,-0.012723724
San Antonio-New Braunfels,2008,3,112.0371425,-0.031846348,107.5059056,-0.040710169,113.8358611,-0.032536663,115.0037547,-0.024288282
San Antonio-New Braunfels,2008,4,110.2197486,-0.0235238,107.8077594,-0.032541833,110.0679368,-0.014059136,112.1066177,-0.026414857
Amarillo,2009,1,107.6479353,-0.02128456,,,,,,
Amarillo,2009,2,109.6023803,-0.016405071,,,,,,
Amarillo,2009,3,112.6603313,-0.012062957,,,,,,
Amarillo,2009,4,112.1879592,0.000542551,,,,,,
Austin-Round Rock,2009,1,142.8385558,-0.037646799,150.7103342,-0.021233637,139.4874846,-0.048378162,139.6701396,-0.035689502
Austin-Round Rock,2009,2,145.1547899,-0.03850103,153.0420774,-0.03500776,141.8691891,-0.036648339,141.0909381,-0.047946087
Austin-Round Rock,2009,3,145.1185522,-0.026590635,153.061966,-0.004932497,143.3853509,-0.022163328,140.5113504,-0.046868769
Austin-Round Rock,2009,4,144.8463624,0.003475714,153.1306657,0.019462903,143.3117556,0.021145477,138.8081642,-0.027897865
College Station-Bryan,2009,1,105.6282442,0.056282442,,,,,,
College Station-Bryan,2009,2,105.1815391,0.016334762,,,,,,
College Station-Bryan,2009,3,106.3023702,0.011801026,,,,,,
College Station-Bryan,2009,4,105.5453444,0.033767613,,,,,,
Dallas-Fort Worth-Arlington,2009,1,104.3939455,-0.02355547,102.5171557,-0.011257258,103.3940339,-0.024202316,106.7442502,-0.035512876
Dallas-Fort Worth-Arlington,2009,2,106.0555806,-0.017152243,104.8983924,-0.007033646,105.3986378,-0.012616712,107.4835174,-0.030465676
Dallas-Fort Worth-Arlington,2009,3,106.0887377,-0.014329948,104.8697008,-0.007044355,105.6609674,-0.015233901,107.4696907,-0.026330731
Dallas-Fort Worth-Arlington,2009,4,105.8262156,0.01232164,104.503624,0.030745664,106.0859571,0.01520512,106.9314506,-0.004157063
Dallas-Plano-Irving,2009,1,104.4584122,-0.022245033,,,,,,
Dallas-Plano-Irving,2009,2,106.0473991,-0.018900882,,,,,,
Dallas-Plano-Irving,2009,3,105.6880012,-0.016054502,,,,,,
Dallas-Plano-Irving,2009,4,105.7908712,0.01613943,,,,,,
El Paso,2009,1,127.6490083,-0.016120743,,,,,,
El Paso,2009,2,127.4888047,-0.024750353,,,,,,
El Paso,2009,3,125.7845021,-0.0286867,,,,,,
El Paso,2009,4,125.9941035,-0.028873216,,,,,,
Fort Worth-Arlington,2009,1,104.2445095,-0.02358983,,,,,,
Fort Worth-Arlington,2009,2,105.8824937,-0.015264988,,,,,,
Fort Worth-Arlington,2009,3,106.5746608,-0.009954264,,,,,,
Fort Worth-Arlington,2009,4,105.3239646,0.002382316,,,,,,
Houston-The Woodlands-Sugar Land,2009,1,121.9471987,-0.021295075,124.5475641,-0.021574121,121.5825398,-0.014194363,120.8450942,-0.025988497
Houston-The Woodlands-Sugar Land,2009,2,125.2314357,-0.004020436,128.6984354,-0.000893738,123.9408998,-0.001326254,123.7558351,-0.011040957
Houston-The Woodlands-Sugar Land,2009,3,125.1026951,-0.006324812,129.3419652,0.00321004,122.9995786,-0.003714686,123.8763306,-0.018731696
Houston-The Woodlands-Sugar Land,2009,4,124.4767999,0.007480272,128.5061554,0.023868415,123.9313185,0.020047748,122.5540489,-0.011327187
Killeen-Temple,2009,1,109.1014445,-0.02530843,,,,,,
Killeen-Temple,2009,2,107.770938,-0.047185173,,,,,,
Killeen-Temple,2009,3,109.1261758,-0.029899815,,,,,,
Killeen-Temple,2009,4,109.5796426,0.003599414,,,,,,
San Antonio-New Braunfels,2009,1,107.074149,-0.049697283,103.4800912,-0.061730711,109.1339178,-0.039237904,108.7778053,-0.048585279
San Antonio-New Braunfels,2009,2,109.3319709,-0.044021953,106.6349601,-0.044232144,111.9371754,-0.032100358,109.4538316,-0.058147793
San Antonio-New Braunfels,2009,3,109.3683236,-0.02382084,105.568928,-0.018017405,110.7898793,-0.026757664,112.0052543,-0.026073065
San Antonio-New Braunfels,2009,4,109.2576732,-0.008728702,105.8187294,-0.018449785,110.8105539,0.006746897,111.0931141,-0.009040532
Amarillo,2010,1,110.3200316,0.02482255,,,,,,
Amarillo,2010,2,111.9393844,0.021322567,,,,,,
Amarillo,2010,3,111.3367271,-0.011748626,,,,,,
Amarillo,2010,4,110.6337231,-0.013853858,,,,,,
Austin-Round Rock,2010,1,144.5905157,0.012265315,152.022399,0.008705872,143.6644932,0.0299454,139.9276683,0.001843835
Austin-Round Rock,2010,2,145.4276532,0.001879809,152.641418,-0.002617968,143.3812251,0.010657959,141.0363883,-0.000386628
Austin-Round Rock,2010,3,142.6868325,-0.01675678,146.9288959,-0.040069197,140.1016539,-0.022901202,141.2696552,0.00539675
Austin-Round Rock,2010,4,139.808016,-0.034784072,144.7213797,-0.054915754,137.1498846,-0.04299627,138.1829372,-0.004504252
College Station-Bryan,2010,1,103.7037918,-0.018219108,,,,,,
College Station-Bryan,2010,2,108.2294481,0.028977604,,,,,,
College Station-Bryan,2010,3,105.0042658,-0.012211434,,,,,,
College Station-Bryan,2010,4,104.3223348,-0.011587527,,,,,,
Dallas-Fort Worth-Arlington,2010,1,104.5214877,0.001221739,103.7564871,0.012089014,105.0110742,0.015639589,105.7316823,-0.009485924
Dallas-Fort Worth-Arlington,2010,2,106.2343334,0.001685463,105.6754093,0.007407328,106.4554277,0.010026599,106.8595695,-0.005805056
Dallas-Fort Worth-Arlington,2010,3,104.7763759,-0.012370416,102.199569,-0.025461423,105.3404988,-0.003032989,107.2145914,-0.002373685
Dallas-Fort Worth-Arlington,2010,4,103.2057639,-0.024761839,100.2173159,-0.041015879,104.7865572,-0.012248557,105.2387271,-0.015829988
Dallas-Plano-Irving,2010,1,103.6486408,-0.007752093,,,,,,
Dallas-Plano-Irving,2010,2,106.1474505,0.000943458,,,,,,
Dallas-Plano-Irving,2010,3,104.5100861,-0.011145211,,,,,,
Dallas-Plano-Irving,2010,4,103.0876232,-0.025552752,,,,,,
El Paso,2010,1,123.7186203,-0.030790588,,,,,,
El Paso,2010,2,125.7997393,-0.013248734,,,,,,
El Paso,2010,3,126.9960255,0.009631738,,,,,,
El Paso,2010,4,123.6132918,-0.018896214,,,,,,
Fort Worth-Arlington,2010,1,105.4701424,0.011757289,,,,,,
Fort Worth-Arlington,2010,2,106.103409,0.002086419,,,,,,
Fort Worth-Arlington,2010,3,105.0539872,-0.014268622,,,,,,
Fort Worth-Arlington,2010,4,103.2400487,-0.019785771,,,,,,
Houston-The Woodlands-Sugar Land,2010,1,124.2317403,0.018733858,128.5245475,0.031931442,122.6743453,0.008979953,122.583615,0.014386357
Houston-The Woodlands-Sugar Land,2010,2,125.408944,0.001417441,129.644746,0.007352929,124.263605,0.002603702,123.6316969,-0.001003089
Houston-The Woodlands-Sugar Land,2010,3,122.8636158,-0.017897929,124.8595947,-0.034655191,122.6393235,-0.002928913,122.4466408,-0.011541267
Houston-The Woodlands-Sugar Land,2010,4,120.662718,-0.030640906,121.7623114,-0.052478762,119.8327184,-0.033071544,121.1067311,-0.011809628
Killeen-Temple,2010,1,110.5365636,0.013153987,,,,,,
Killeen-Temple,2010,2,111.7594575,0.03700923,,,,,,
Killeen-Temple,2010,3,107.1385973,-0.018213581,,,,,,
Killeen-Temple,2010,4,107.8539287,-0.01574849,,,,,,
San Antonio-New Braunfels,2010,1,108.8602567,0.016681036,106.2915416,0.027168998,110.973053,0.016852094,109.7049159,0.008522975
